Gene stable ID	Transcript stable ID	GO term accession	GO term name	UniProtKB/Swiss-Prot ID
AT4G11470	AT4G11470.1	GO:0042742	defense response to bacterium	Q9LDM5
AT1G50430	AT1G50430.1	GO:0008203	cholesterol metabolic process	Q9LDU6
AT1G50430	AT1G50430.1	GO:0016132	brassinosteroid biosynthetic process	Q9LDU6
AT1G50430	AT1G50430.1	GO:0016126	sterol biosynthetic process	Q9LDU6
AT1G50430	AT1G50430.1	GO:0016126	sterol biosynthetic process	Q9LDU6
AT1G50430	AT1G50430.1	GO:0016020	membrane	Q9LDU6
AT1G50430	AT1G50430.1	GO:0016021	integral component of membrane	Q9LDU6
AT1G50430	AT1G50430.1	GO:0016491	oxidoreductase activity	Q9LDU6
AT1G50430	AT1G50430.1	GO:0055114	oxidation-reduction process	Q9LDU6
AT1G50430	AT1G50430.1	GO:0005783	endoplasmic reticulum	Q9LDU6
AT1G50430	AT1G50430.1	GO:0005789	endoplasmic reticulum membrane	Q9LDU6
AT1G50430	AT1G50430.1	GO:0005634	nucleus	Q9LDU6
AT1G50430	AT1G50430.1	GO:0005886	plasma membrane	Q9LDU6
AT1G50430	AT1G50430.1	GO:0006629	lipid metabolic process	Q9LDU6
AT1G50430	AT1G50430.1	GO:0005515	protein binding	Q9LDU6
AT1G50430	AT1G50430.1	GO:0005794	Golgi apparatus	Q9LDU6
AT1G50430	AT1G50430.1	GO:0006694	steroid biosynthetic process	Q9LDU6
AT1G50430	AT1G50430.1	GO:0008202	steroid metabolic process	Q9LDU6
AT1G50430	AT1G50430.1	GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	Q9LDU6
AT1G50430	AT1G50430.1	GO:0016132	brassinosteroid biosynthetic process	Q9LDU6
AT1G50430	AT1G50430.1	GO:0030176	integral component of endoplasmic reticulum membrane	Q9LDU6
AT1G50430	AT1G50430.1	GO:0006695	cholesterol biosynthetic process	Q9LDU6
AT1G50430	AT1G50430.1	GO:0009918	sterol delta7 reductase activity	Q9LDU6
AT1G50430	AT1G50430.1	GO:0047598	7-dehydrocholesterol reductase activity	Q9LDU6
AT1G50430	AT1G50430.1	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	Q9LDU6
AT1G50430	AT1G50430.1	GO:0009918	sterol delta7 reductase activity	Q9LDU6
AT5G62310	AT5G62310.1	GO:0009826	unidimensional cell growth	Q9LE81
AT5G62310	AT5G62310.1	GO:0040008	regulation of growth	Q9LE81
AT5G62310	AT5G62310.1	GO:0018105	peptidyl-serine phosphorylation	Q9LE81
AT5G62310	AT5G62310.1	GO:0016740	transferase activity	Q9LE81
AT5G62310	AT5G62310.1	GO:0046872	metal ion binding	Q9LE81
AT5G62310	AT5G62310.1	GO:0000166	nucleotide binding	Q9LE81
AT5G62310	AT5G62310.1	GO:0005524	ATP binding	Q9LE81
AT5G62310	AT5G62310.1	GO:0016301	kinase activity	Q9LE81
AT5G62310	AT5G62310.1	GO:0016310	phosphorylation	Q9LE81
AT5G62310	AT5G62310.1	GO:0004672	protein kinase activity	Q9LE81
AT5G62310	AT5G62310.1	GO:0006468	protein phosphorylation	Q9LE81
AT5G62310	AT5G62310.1	GO:0004674	protein serine/threonine kinase activity	Q9LE81
AT5G62310	AT5G62310.1	GO:0016301	kinase activity	Q9LE81
AT5G62310	AT5G62310.1	GO:0004674	protein serine/threonine kinase activity	Q9LE81
AT5G62310	AT5G62310.1	GO:0004674	protein serine/threonine kinase activity	Q9LE81
AT5G62310	AT5G62310.1	GO:0035556	intracellular signal transduction	Q9LE81
AT5G62310	AT5G62310.1	GO:0005622	intracellular	Q9LE81
AT1G53470	AT1G53470.1	GO:0005886	plasma membrane	Q9LPG3
AT1G53470	AT1G53470.1	GO:0016020	membrane	Q9LPG3
AT1G53470	AT1G53470.1	GO:0016021	integral component of membrane	Q9LPG3
AT1G53470	AT1G53470.1	GO:0055085	transmembrane transport	Q9LPG3
AT1G53470	AT1G53470.1	GO:0006811	ion transport	Q9LPG3
AT1G53470	AT1G53470.1	GO:0034220	ion transmembrane transport	Q9LPG3
AT1G53470	AT1G53470.1	GO:0005886	plasma membrane	Q9LPG3
AT1G53470	AT1G53470.1	GO:0005886	plasma membrane	Q9LPG3
AT1G53470	AT1G53470.1	GO:0008381	mechanosensitive ion channel activity	Q9LPG3
AT1G53470	AT1G53470.1	GO:0006820	anion transport	Q9LPG3
AT1G12870	AT1G12870.1	GO:0005774	vacuolar membrane	Q9LPW2
AT1G12870	AT1G12870.1	GO:0005515	protein binding	Q9LPW2
AT3G14470	AT3G14470.2	GO:0000166	nucleotide binding	Q9LRR4
AT3G14470	AT3G14470.2	GO:0005524	ATP binding	Q9LRR4
AT3G14470	AT3G14470.2	GO:0043531	ADP binding	Q9LRR4
AT3G14470	AT3G14470.2	GO:0006952	defense response	Q9LRR4
AT3G14470	AT3G14470.2	GO:0005515	protein binding	Q9LRR4
AT3G14470	AT3G14470.2	GO:0005515	protein binding	Q9LRR4
AT3G14470	AT3G14470.1	GO:0000166	nucleotide binding	Q9LRR4
AT3G14470	AT3G14470.1	GO:0005524	ATP binding	Q9LRR4
AT3G14470	AT3G14470.1	GO:0043531	ADP binding	Q9LRR4
AT3G14470	AT3G14470.1	GO:0006952	defense response	Q9LRR4
AT3G14470	AT3G14470.1	GO:0005515	protein binding	Q9LRR4
AT3G14470	AT3G14470.1	GO:0005515	protein binding	Q9LRR4
AT3G25770	AT3G25770.1	GO:0010319	stromule	Q9LS02
AT3G25770	AT3G25770.1	GO:0009941	chloroplast envelope	Q9LS02
AT3G25770	AT3G25770.1	GO:0009409	response to cold	Q9LS02
AT3G25770	AT3G25770.1	GO:0009570	chloroplast stroma	Q9LS02
AT3G25770	AT3G25770.1	GO:0016853	isomerase activity	Q9LS02
AT3G25770	AT3G25770.1	GO:0009507	chloroplast	Q9LS02
AT3G25770	AT3G25770.1	GO:0009536	plastid	Q9LS02
AT3G25770	AT3G25770.1	GO:0005829	cytosol	Q9LS02
AT3G25770	AT3G25770.1	GO:0009507	chloroplast	Q9LS02
AT3G25770	AT3G25770.1	GO:0009507	chloroplast	Q9LS02
AT3G25770	AT3G25770.1	GO:0009535	chloroplast thylakoid membrane	Q9LS02
AT3G25770	AT3G25770.1	GO:0009695	jasmonic acid biosynthetic process	Q9LS02
AT3G25770	AT3G25770.1	GO:0046423	allene-oxide cyclase activity	Q9LS02
AT3G25770	AT3G25770.1	GO:0046423	allene-oxide cyclase activity	Q9LS02
AT3G25770	AT3G25770.1	GO:0046423	allene-oxide cyclase activity	Q9LS02
AT3G25770	AT3G25770.1	GO:0009695	jasmonic acid biosynthetic process	Q9LS02
AT5G24050	AT5G24050.1	GO:0003677	DNA binding	Q9LSF7
AT5G24050	AT5G24050.1	GO:0005634	nucleus	Q9LSF7
AT5G24050	AT5G24050.1	GO:0005515	protein binding	Q9LSF7
AT5G24050	AT5G24050.1	GO:0006355	regulation of transcription, DNA-templated	Q9LSF7
AT5G24050	AT5G24050.1	GO:0006351	transcription, DNA-templated	Q9LSF7
AT5G49910	AT5G49910.1	GO:0034620	cellular response to unfolded protein	Q9LTX9
AT5G49910	AT5G49910.1	GO:0006986	response to unfolded protein	Q9LTX9
AT5G49910	AT5G49910.1	GO:0044183	protein folding chaperone	Q9LTX9
AT5G49910	AT5G49910.1	GO:0051787	misfolded protein binding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0051085	chaperone cofactor-dependent protein refolding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0034605	cellular response to heat	Q9LTX9
AT5G49910	AT5G49910.1	GO:0045036	protein targeting to chloroplast	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009532	plastid stroma	Q9LTX9
AT5G49910	AT5G49910.1	GO:0046686	response to cadmium ion	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009941	chloroplast envelope	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009570	chloroplast stroma	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009507	chloroplast	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009536	plastid	Q9LTX9
AT5G49910	AT5G49910.1	GO:0000166	nucleotide binding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0005524	ATP binding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009507	chloroplast	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009507	chloroplast	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009536	plastid	Q9LTX9
AT5G49910	AT5G49910.1	GO:0015031	protein transport	Q9LTX9
AT5G49910	AT5G49910.1	GO:0006457	protein folding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009579	thylakoid	Q9LTX9
AT5G49910	AT5G49910.1	GO:0005515	protein binding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0051082	unfolded protein binding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0048046	apoplast	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009570	chloroplast stroma	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009408	response to heat	Q9LTX9
AT5G49910	AT5G49910.1	GO:0005737	cytoplasm	Q9LTX9
AT5G49910	AT5G49910.1	GO:0016887	ATPase activity	Q9LTX9
AT5G49910	AT5G49910.1	GO:0005524	ATP binding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0051082	unfolded protein binding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0009507	chloroplast	Q9LTX9
AT5G49910	AT5G49910.1	GO:0031072	heat shock protein binding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0042026	protein refolding	Q9LTX9
AT5G49910	AT5G49910.1	GO:0042623	ATPase activity, coupled	Q9LTX9
AT5G51300	AT5G51300.3	GO:0003676	nucleic acid binding	Q9LU44
AT5G51300	AT5G51300.3	GO:0046872	metal ion binding	Q9LU44
AT5G51300	AT5G51300.3	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.3	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.3	GO:0003723	RNA binding	Q9LU44
AT5G51300	AT5G51300.3	GO:0008270	zinc ion binding	Q9LU44
AT5G51300	AT5G51300.3	GO:0009737	response to abscisic acid	Q9LU44
AT5G51300	AT5G51300.3	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.3	GO:0005515	protein binding	Q9LU44
AT5G51300	AT5G51300.3	GO:0006397	mRNA processing	Q9LU44
AT5G51300	AT5G51300.3	GO:0000398	mRNA splicing, via spliceosome	Q9LU44
AT5G51300	AT5G51300.3	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.3	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.3	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.3	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.3	GO:0005681	spliceosomal complex	Q9LU44
AT5G51300	AT5G51300.3	GO:0009738	abscisic acid-activated signaling pathway	Q9LU44
AT5G51300	AT5G51300.3	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.3	GO:0003723	RNA binding	Q9LU44
AT5G51300	AT5G51300.3	GO:0045131	pre-mRNA branch point binding	Q9LU44
AT5G51300	AT5G51300.3	GO:0005654	nucleoplasm	Q9LU44
AT5G51300	AT5G51300.3	GO:0005730	nucleolus	Q9LU44
AT5G51300	AT5G51300.2	GO:0003676	nucleic acid binding	Q9LU44
AT5G51300	AT5G51300.2	GO:0046872	metal ion binding	Q9LU44
AT5G51300	AT5G51300.2	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.2	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.2	GO:0003723	RNA binding	Q9LU44
AT5G51300	AT5G51300.2	GO:0008270	zinc ion binding	Q9LU44
AT5G51300	AT5G51300.2	GO:0009737	response to abscisic acid	Q9LU44
AT5G51300	AT5G51300.2	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.2	GO:0005515	protein binding	Q9LU44
AT5G51300	AT5G51300.2	GO:0006397	mRNA processing	Q9LU44
AT5G51300	AT5G51300.2	GO:0000398	mRNA splicing, via spliceosome	Q9LU44
AT5G51300	AT5G51300.2	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.2	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.2	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.2	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.2	GO:0005681	spliceosomal complex	Q9LU44
AT5G51300	AT5G51300.2	GO:0009738	abscisic acid-activated signaling pathway	Q9LU44
AT5G51300	AT5G51300.2	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.2	GO:0003723	RNA binding	Q9LU44
AT5G51300	AT5G51300.2	GO:0045131	pre-mRNA branch point binding	Q9LU44
AT5G51300	AT5G51300.2	GO:0005654	nucleoplasm	Q9LU44
AT5G51300	AT5G51300.2	GO:0005730	nucleolus	Q9LU44
AT5G51300	AT5G51300.1	GO:0003676	nucleic acid binding	Q9LU44
AT5G51300	AT5G51300.1	GO:0046872	metal ion binding	Q9LU44
AT5G51300	AT5G51300.1	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.1	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.1	GO:0003723	RNA binding	Q9LU44
AT5G51300	AT5G51300.1	GO:0008270	zinc ion binding	Q9LU44
AT5G51300	AT5G51300.1	GO:0009737	response to abscisic acid	Q9LU44
AT5G51300	AT5G51300.1	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.1	GO:0005515	protein binding	Q9LU44
AT5G51300	AT5G51300.1	GO:0006397	mRNA processing	Q9LU44
AT5G51300	AT5G51300.1	GO:0000398	mRNA splicing, via spliceosome	Q9LU44
AT5G51300	AT5G51300.1	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.1	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.1	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.1	GO:0008380	RNA splicing	Q9LU44
AT5G51300	AT5G51300.1	GO:0005681	spliceosomal complex	Q9LU44
AT5G51300	AT5G51300.1	GO:0009738	abscisic acid-activated signaling pathway	Q9LU44
AT5G51300	AT5G51300.1	GO:0005634	nucleus	Q9LU44
AT5G51300	AT5G51300.1	GO:0003723	RNA binding	Q9LU44
AT5G51300	AT5G51300.1	GO:0045131	pre-mRNA branch point binding	Q9LU44
AT5G51300	AT5G51300.1	GO:0005654	nucleoplasm	Q9LU44
AT5G51300	AT5G51300.1	GO:0005730	nucleolus	Q9LU44
AT5G53450	AT5G53450.1	GO:0004693	cyclin-dependent protein serine/threonine kinase activity	Q9LV04
AT5G53450	AT5G53450.1	GO:0009507	chloroplast	Q9LV04
AT5G53450	AT5G53450.1	GO:0009536	plastid	Q9LV04
AT5G53450	AT5G53450.1	GO:0005524	ATP binding	Q9LV04
AT5G53450	AT5G53450.1	GO:0004672	protein kinase activity	Q9LV04
AT5G53450	AT5G53450.1	GO:0006468	protein phosphorylation	Q9LV04
AT5G53450	AT5G53450.1	GO:0005634	nucleus	Q9LV04
AT5G53450	AT5G53450.1	GO:0006468	protein phosphorylation	Q9LV04
AT5G53450	AT5G53450.1	GO:0051726	regulation of cell cycle	Q9LV04
AT5G53450	AT5G53450.1	GO:0005737	cytoplasm	Q9LV04
AT5G64840	AT5G64840.1	GO:0009624	response to nematode	Q9LV93
AT5G64840	AT5G64840.1	GO:0000166	nucleotide binding	Q9LV93
AT5G64840	AT5G64840.1	GO:0005524	ATP binding	Q9LV93
AT5G64840	AT5G64840.1	GO:0016887	ATPase activity	Q9LV93
AT5G64840	AT5G64840.1	GO:0005524	ATP binding	Q9LV93
AT5G64840	AT5G64840.1	GO:0005215	transporter activity	Q9LV93
AT5G62180	AT5G62180.1	GO:0016787	hydrolase activity	Q9LVB8
AT5G62180	AT5G62180.1	GO:0016787	hydrolase activity	Q9LVB8
AT5G62180	AT5G62180.1	GO:0009056	catabolic process	Q9LVB8
AT3G46220	AT3G46220.1	GO:0016740	transferase activity	Q9LX73
AT3G46220	AT3G46220.1	GO:0034976	response to endoplasmic reticulum stress	Q9LX73
AT3G46220	AT3G46220.1	GO:0005789	endoplasmic reticulum membrane	Q9LX73
AT3G46220	AT3G46220.1	GO:1990592	protein K69-linked ufmylation	Q9LX73
AT3G46220	AT3G46220.1	GO:0071568	UFM1 transferase activity	Q9LX73
AT3G46220	AT3G46220.1	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	Q9LX73
AT5G01330	AT5G01330.1	GO:0046872	metal ion binding	Q9M039
AT5G01330	AT5G01330.1	GO:0003824	catalytic activity	Q9M039
AT5G01330	AT5G01330.1	GO:0016829	lyase activity	Q9M039
AT5G01330	AT5G01330.1	GO:0000287	magnesium ion binding	Q9M039
AT5G01330	AT5G01330.1	GO:0030976	thiamine pyrophosphate binding	Q9M039
AT5G01330	AT5G01330.1	GO:0016831	carboxy-lyase activity	Q9M039
AT5G01330	AT5G01330.1	GO:0005829	cytosol	Q9M039
AT5G01330	AT5G01330.1	GO:0004737	pyruvate decarboxylase activity	Q9M039
AT5G01330	AT5G01330.1	GO:0016831	carboxy-lyase activity	Q9M039
AT5G01330	AT5G01330.1	GO:0005622	intracellular	Q9M039
AT4G30350	AT4G30350.1	GO:1902347	response to strigolactone	Q9M0C5
AT4G30350	AT4G30350.1	GO:0019538	protein metabolic process	Q9M0C5
AT4G30350	AT4G30350.1	GO:0007623	circadian rhythm	Q9M0C5
AT4G01600	AT4G01600.1			Q9M122
AT3G60050	AT3G60050.1	GO:0003674	molecular_function	Q9M1D8
AT3G60050	AT3G60050.1	GO:0005739	mitochondrion	Q9M1D8
AT3G60050	AT3G60050.1	GO:0005515	protein binding	Q9M1D8
AT3G60050	AT3G60050.2	GO:0003674	molecular_function	Q9M1D8
AT3G60050	AT3G60050.2	GO:0005739	mitochondrion	Q9M1D8
AT3G60050	AT3G60050.2	GO:0005515	protein binding	Q9M1D8
AT3G54460	AT3G54460.1	GO:0009506	plasmodesma	Q9M1I1
AT3G54460	AT3G54460.1	GO:0000166	nucleotide binding	Q9M1I1
AT3G54460	AT3G54460.1	GO:0005524	ATP binding	Q9M1I1
AT3G54460	AT3G54460.1	GO:0016787	hydrolase activity	Q9M1I1
AT3G54460	AT3G54460.1	GO:0004386	helicase activity	Q9M1I1
AT3G54460	AT3G54460.1	GO:0008270	zinc ion binding	Q9M1I1
AT3G54460	AT3G54460.1	GO:0005515	protein binding	Q9M1I1
AT3G62270	AT3G62270.1	GO:0046713	borate transport	Q9M1P7
AT3G62270	AT3G62270.1	GO:0080139	borate efflux transmembrane transporter activity	Q9M1P7
AT3G62270	AT3G62270.1	GO:0015301	anion:anion antiporter activity	Q9M1P7
AT3G62270	AT3G62270.1	GO:0051453	regulation of intracellular pH	Q9M1P7
AT3G62270	AT3G62270.1	GO:0016020	membrane	Q9M1P7
AT3G62270	AT3G62270.1	GO:0016021	integral component of membrane	Q9M1P7
AT3G62270	AT3G62270.1	GO:0006811	ion transport	Q9M1P7
AT3G62270	AT3G62270.1	GO:0005886	plasma membrane	Q9M1P7
AT3G62270	AT3G62270.1	GO:0005452	inorganic anion exchanger activity	Q9M1P7
AT3G62270	AT3G62270.1	GO:0006820	anion transport	Q9M1P7
AT3G62270	AT3G62270.1	GO:0015698	inorganic anion transport	Q9M1P7
AT3G62270	AT3G62270.1	GO:0048364	root development	Q9M1P7
AT3G62270	AT3G62270.1	GO:0098656	anion transmembrane transport	Q9M1P7
AT3G62270	AT3G62270.1	GO:0035445	borate transmembrane transport	Q9M1P7
AT3G62270	AT3G62270.1	GO:0005887	integral component of plasma membrane	Q9M1P7
AT3G62150	AT3G62150.1	GO:0010540	basipetal auxin transport	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0042626	ATPase-coupled transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0016020	membrane	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0016021	integral component of membrane	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0000166	nucleotide binding	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0005524	ATP binding	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0055085	transmembrane transport	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0016887	ATPase activity	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0005829	cytosol	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0005886	plasma membrane	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0005774	vacuolar membrane	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0055085	transmembrane transport	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0010328	auxin influx transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0010329	auxin efflux transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0010315	auxin efflux	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0060919	auxin influx	Q9M1Q9
AT3G62150	AT3G62150.1	GO:0042626	ATPase-coupled transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0010540	basipetal auxin transport	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0042626	ATPase-coupled transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0016020	membrane	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0016021	integral component of membrane	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0000166	nucleotide binding	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0005524	ATP binding	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0055085	transmembrane transport	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0016887	ATPase activity	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0005829	cytosol	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0005886	plasma membrane	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0005774	vacuolar membrane	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0055085	transmembrane transport	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0010328	auxin influx transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0010329	auxin efflux transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0010315	auxin efflux	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0060919	auxin influx	Q9M1Q9
AT3G62150	AT3G62150.2	GO:0042626	ATPase-coupled transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0010540	basipetal auxin transport	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0042626	ATPase-coupled transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0016020	membrane	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0016021	integral component of membrane	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0000166	nucleotide binding	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0005524	ATP binding	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0055085	transmembrane transport	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0016887	ATPase activity	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0005829	cytosol	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0005886	plasma membrane	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0005774	vacuolar membrane	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0055085	transmembrane transport	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0010328	auxin influx transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0010329	auxin efflux transmembrane transporter activity	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0010315	auxin efflux	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0060919	auxin influx	Q9M1Q9
AT3G62150	AT3G62150.3	GO:0042626	ATPase-coupled transmembrane transporter activity	Q9M1Q9
AT1G71800	AT1G71800.1	GO:0060968	regulation of gene silencing	Q9M9G6
AT1G71800	AT1G71800.1	GO:0048589	developmental growth	Q9M9G6
AT1G71800	AT1G71800.1	GO:0003729	mRNA binding	Q9M9G6
AT1G71800	AT1G71800.1	GO:0003676	nucleic acid binding	Q9M9G6
AT1G71800	AT1G71800.1	GO:0005634	nucleus	Q9M9G6
AT1G71800	AT1G71800.1	GO:0003723	RNA binding	Q9M9G6
AT1G71800	AT1G71800.1	GO:0005515	protein binding	Q9M9G6
AT1G71800	AT1G71800.1	GO:0003729	mRNA binding	Q9M9G6
AT1G71800	AT1G71800.1	GO:0006397	mRNA processing	Q9M9G6
AT1G71800	AT1G71800.1	GO:0031124	mRNA 3'-end processing	Q9M9G6
AT1G71800	AT1G71800.1	GO:0045892	negative regulation of transcription, DNA-templated	Q9M9G6
AT1G71800	AT1G71800.1	GO:0031047	gene silencing by RNA	Q9M9G6
AT1G71800	AT1G71800.1	GO:0031047	gene silencing by RNA	Q9M9G6
AT1G71800	AT1G71800.1	GO:0098789	pre-mRNA cleavage required for polyadenylation	Q9M9G6
AT1G71800	AT1G71800.1	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	Q9M9G6
AT1G71800	AT1G71800.1	GO:0031123	RNA 3'-end processing	Q9M9G6
AT1G71800	AT1G71800.1	GO:0042868	antisense RNA metabolic process	Q9M9G6
AT1G18690	AT1G18690.1	GO:0035252	UDP-xylosyltransferase activity	Q9M9U0
AT1G18690	AT1G18690.1	GO:0009969	xyloglucan biosynthetic process	Q9M9U0
AT1G18690	AT1G18690.1	GO:0033843	xyloglucan 6-xylosyltransferase activity	Q9M9U0
AT1G18690	AT1G18690.1	GO:0005802	trans-Golgi network	Q9M9U0
AT1G18690	AT1G18690.1	GO:0005768	endosome	Q9M9U0
AT1G18690	AT1G18690.1	GO:0016757	transferase activity, transferring glycosyl groups	Q9M9U0
AT1G18690	AT1G18690.1	GO:0016740	transferase activity	Q9M9U0
AT1G18690	AT1G18690.1	GO:0016020	membrane	Q9M9U0
AT1G18690	AT1G18690.1	GO:0016021	integral component of membrane	Q9M9U0
AT1G18690	AT1G18690.1	GO:0005794	Golgi apparatus	Q9M9U0
AT1G18690	AT1G18690.1	GO:0000139	Golgi membrane	Q9M9U0
AT1G18690	AT1G18690.1	GO:0005794	Golgi apparatus	Q9M9U0
AT1G18690	AT1G18690.1	GO:0005768	endosome	Q9M9U0
AT1G18690	AT1G18690.1	GO:0005802	trans-Golgi network	Q9M9U0
AT1G18690	AT1G18690.1	GO:0010411	xyloglucan metabolic process	Q9M9U0
AT1G18690	AT1G18690.1	GO:0016758	transferase activity, transferring hexosyl groups	Q9M9U0
AT1G18690	AT1G18690.2	GO:0035252	UDP-xylosyltransferase activity	Q9M9U0
AT1G18690	AT1G18690.2	GO:0009969	xyloglucan biosynthetic process	Q9M9U0
AT1G18690	AT1G18690.2	GO:0033843	xyloglucan 6-xylosyltransferase activity	Q9M9U0
AT1G18690	AT1G18690.2	GO:0005802	trans-Golgi network	Q9M9U0
AT1G18690	AT1G18690.2	GO:0005768	endosome	Q9M9U0
AT1G18690	AT1G18690.2	GO:0016757	transferase activity, transferring glycosyl groups	Q9M9U0
AT1G18690	AT1G18690.2	GO:0016740	transferase activity	Q9M9U0
AT1G18690	AT1G18690.2	GO:0016020	membrane	Q9M9U0
AT1G18690	AT1G18690.2	GO:0016021	integral component of membrane	Q9M9U0
AT1G18690	AT1G18690.2	GO:0005794	Golgi apparatus	Q9M9U0
AT1G18690	AT1G18690.2	GO:0000139	Golgi membrane	Q9M9U0
AT1G18690	AT1G18690.2	GO:0005794	Golgi apparatus	Q9M9U0
AT1G18690	AT1G18690.2	GO:0005768	endosome	Q9M9U0
