Gene stable ID	Transcript stable ID	GO term accession	GO term name	RefSeq peptide ID
ATCG01310	ATCG01310.1	GO:0015934	large ribosomal subunit	NP_051099.1
ATCG01310	ATCG01310.1	GO:0003729	mRNA binding	NP_051099.1
ATCG01310	ATCG01310.1	GO:0019843	rRNA binding	NP_051099.1
ATCG01310	ATCG01310.1	GO:0016020	membrane	NP_051099.1
ATCG01280	ATCG01280.1	GO:0045037	protein import into chloroplast stroma	NP_051101.1
ATCG01280	ATCG01280.1	GO:0009941	chloroplast envelope	NP_051101.1
ATCG01280	ATCG01280.1	GO:0009570	chloroplast stroma	NP_051101.1
ATCG01280	ATCG01280.1	GO:0009507	chloroplast	NP_051101.1
ATCG01280	ATCG01280.1	GO:0009536	plastid	NP_051101.1
ATCG01280	ATCG01280.1	GO:0000166	nucleotide binding	NP_051101.1
ATCG01280	ATCG01280.1	GO:0005524	ATP binding	NP_051101.1
ATCG01280	ATCG01280.1	GO:0005515	protein binding	NP_051101.1
ATCG01280	ATCG01280.1	GO:0016020	membrane	NP_051101.1
ATCG01280	ATCG01280.1	GO:0016464	chloroplast protein-transporting ATPase activity	NP_051101.1
ATCG01280	ATCG01280.1	GO:0062091	Ycf2/FtsHi complex	NP_051101.1
ATCG00860	ATCG00860.1	GO:0045037	protein import into chloroplast stroma	NP_051101.1
ATCG00860	ATCG00860.1	GO:0009941	chloroplast envelope	NP_051101.1
ATCG00860	ATCG00860.1	GO:0009570	chloroplast stroma	NP_051101.1
ATCG00860	ATCG00860.1	GO:0009507	chloroplast	NP_051101.1
ATCG00860	ATCG00860.1	GO:0009536	plastid	NP_051101.1
ATCG00860	ATCG00860.1	GO:0000166	nucleotide binding	NP_051101.1
ATCG00860	ATCG00860.1	GO:0005524	ATP binding	NP_051101.1
ATCG00860	ATCG00860.1	GO:0005515	protein binding	NP_051101.1
ATCG00860	ATCG00860.1	GO:0016020	membrane	NP_051101.1
ATCG00860	ATCG00860.1	GO:0016464	chloroplast protein-transporting ATPase activity	NP_051101.1
ATCG00860	ATCG00860.1	GO:0062091	Ycf2/FtsHi complex	NP_051101.1
AT1G01040	AT1G01040.1	GO:0030422	production of siRNA involved in RNA interference	NP_171612.1
AT1G01040	AT1G01040.1	GO:0090501	RNA phosphodiester bond hydrolysis	NP_171612.1
AT1G01040	AT1G01040.1	GO:0016787	hydrolase activity	NP_171612.1
AT1G01040	AT1G01040.1	GO:0003677	DNA binding	NP_171612.1
AT1G01040	AT1G01040.1	GO:0046872	metal ion binding	NP_171612.1
AT1G01040	AT1G01040.1	GO:0000166	nucleotide binding	NP_171612.1
AT1G01040	AT1G01040.1	GO:0005524	ATP binding	NP_171612.1
AT1G01040	AT1G01040.1	GO:0005634	nucleus	NP_171612.1
AT1G01040	AT1G01040.1	GO:0004386	helicase activity	NP_171612.1
AT1G01040	AT1G01040.1	GO:0003723	RNA binding	NP_171612.1
AT1G01040	AT1G01040.1	GO:0005515	protein binding	NP_171612.1
AT1G01040	AT1G01040.1	GO:0006396	RNA processing	NP_171612.1
AT1G01040	AT1G01040.1	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	NP_171612.1
AT1G01040	AT1G01040.1	GO:0090305	nucleic acid phosphodiester bond hydrolysis	NP_171612.1
AT1G01040	AT1G01040.1	GO:0004525	ribonuclease III activity	NP_171612.1
AT1G01040	AT1G01040.1	GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters	NP_171612.1
AT1G01040	AT1G01040.1	GO:0004518	nuclease activity	NP_171612.1
AT1G01040	AT1G01040.1	GO:0031047	gene silencing by RNA	NP_171612.1
AT1G01040	AT1G01040.1	GO:0004519	endonuclease activity	NP_171612.1
AT1G01040	AT1G01040.1	GO:0016075	rRNA catabolic process	NP_171612.1
AT1G01040	AT1G01040.1	GO:0005737	cytoplasm	NP_171612.1
AT1G01040	AT1G01040.1	GO:0016442	RISC complex	NP_171612.1
AT1G03630	AT1G03630.1	GO:0003959	NADPH dehydrogenase activity	NP_171860.1
AT1G03630	AT1G03630.1	GO:0031969	chloroplast membrane	NP_171860.1
AT1G03630	AT1G03630.1	GO:0009941	chloroplast envelope	NP_171860.1
AT1G03630	AT1G03630.1	GO:0009534	chloroplast thylakoid	NP_171860.1
AT1G03630	AT1G03630.1	GO:0016020	membrane	NP_171860.1
AT1G03630	AT1G03630.1	GO:0016491	oxidoreductase activity	NP_171860.1
AT1G03630	AT1G03630.1	GO:0015979	photosynthesis	NP_171860.1
AT1G03630	AT1G03630.1	GO:0055114	oxidation-reduction process	NP_171860.1
AT1G03630	AT1G03630.1	GO:0009507	chloroplast	NP_171860.1
AT1G03630	AT1G03630.1	GO:0009536	plastid	NP_171860.1
AT1G03630	AT1G03630.1	GO:0009535	chloroplast thylakoid membrane	NP_171860.1
AT1G03630	AT1G03630.1	GO:0015995	chlorophyll biosynthetic process	NP_171860.1
AT1G03630	AT1G03630.1	GO:0016630	protochlorophyllide reductase activity	NP_171860.1
AT1G03630	AT1G03630.1	GO:0005576	extracellular region	NP_171860.1
AT1G10290	AT1G10290.1	GO:0006896	Golgi to vacuole transport	NP_172500.1
AT1G10290	AT1G10290.1	GO:0009524	phragmoplast	NP_172500.1
AT1G10290	AT1G10290.1	GO:0009506	plasmodesma	NP_172500.1
AT1G10290	AT1G10290.1	GO:0016020	membrane	NP_172500.1
AT1G10290	AT1G10290.1	GO:0005794	Golgi apparatus	NP_172500.1
AT1G10290	AT1G10290.1	GO:0000139	Golgi membrane	NP_172500.1
AT1G10290	AT1G10290.1	GO:0000166	nucleotide binding	NP_172500.1
AT1G10290	AT1G10290.1	GO:0016787	hydrolase activity	NP_172500.1
AT1G10290	AT1G10290.1	GO:0003924	GTPase activity	NP_172500.1
AT1G10290	AT1G10290.1	GO:0005525	GTP binding	NP_172500.1
AT1G10290	AT1G10290.1	GO:0005886	plasma membrane	NP_172500.1
AT1G10290	AT1G10290.1	GO:0005737	cytoplasm	NP_172500.1
AT1G10290	AT1G10290.1	GO:0005874	microtubule	NP_172500.1
AT1G10290	AT1G10290.1	GO:0005774	vacuolar membrane	NP_172500.1
AT1G10290	AT1G10290.1	GO:0008289	lipid binding	NP_172500.1
AT1G10290	AT1G10290.1	GO:0005856	cytoskeleton	NP_172500.1
AT1G10290	AT1G10290.1	GO:0005829	cytosol	NP_172500.1
AT1G10290	AT1G10290.1	GO:0031410	cytoplasmic vesicle	NP_172500.1
AT1G10290	AT1G10290.1	GO:0005576	extracellular region	NP_172500.1
AT1G10290	AT1G10290.1	GO:0008017	microtubule binding	NP_172500.1
AT1G10290	AT1G10290.1	GO:0000266	mitochondrial fission	NP_172500.1
AT1G10290	AT1G10290.1	GO:0030136	clathrin-coated vesicle	NP_172500.1
AT1G10290	AT1G10290.1	GO:0048285	organelle fission	NP_172500.1
AT1G11590	AT1G11590.1	GO:0045490	pectin catabolic process	NP_172625.3
AT1G11590	AT1G11590.1	GO:0045330	aspartyl esterase activity	NP_172625.3
AT1G11590	AT1G11590.1	GO:0004857	enzyme inhibitor activity	NP_172625.3
AT1G11590	AT1G11590.1	GO:0071555	cell wall organization	NP_172625.3
AT1G11590	AT1G11590.1	GO:0016787	hydrolase activity	NP_172625.3
AT1G11590	AT1G11590.1	GO:0005576	extracellular region	NP_172625.3
AT1G11590	AT1G11590.1	GO:0043086	negative regulation of catalytic activity	NP_172625.3
AT1G11590	AT1G11590.1	GO:0005618	cell wall	NP_172625.3
AT1G11590	AT1G11590.1	GO:0030599	pectinesterase activity	NP_172625.3
AT1G11590	AT1G11590.1	GO:0042545	cell wall modification	NP_172625.3
AT1G11590	AT1G11590.1	GO:0046910	pectinesterase inhibitor activity	NP_172625.3
AT1G31660	AT1G31660.1	GO:0009553	embryo sac development	NP_174447.2
AT1G31660	AT1G31660.1	GO:0005730	nucleolus	NP_174447.2
AT1G31660	AT1G31660.1	GO:0005634	nucleus	NP_174447.2
AT1G31660	AT1G31660.1	GO:0006364	rRNA processing	NP_174447.2
AT1G31660	AT1G31660.1	GO:0042254	ribosome biogenesis	NP_174447.2
AT1G31660	AT1G31660.1	GO:0009555	pollen development	NP_174447.2
AT1G31660	AT1G31660.1	GO:0005654	nucleoplasm	NP_174447.2
AT1G31660	AT1G31660.1	GO:0005737	cytoplasm	NP_174447.2
AT1G31660	AT1G31660.1	GO:0030515	snoRNA binding	NP_174447.2
AT1G31660	AT1G31660.1	GO:0030688	preribosome, small subunit precursor	NP_174447.2
AT1G32910	AT1G32910.1	GO:0016740	transferase activity	NP_174567.1
AT1G32910	AT1G32910.1	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	NP_174567.1
AT1G34670	AT1G34670.1	GO:0071365	cellular response to auxin stimulus	NP_174726.1
AT1G34670	AT1G34670.1	GO:0009751	response to salicylic acid	NP_174726.1
AT1G34670	AT1G34670.1	GO:0040008	regulation of growth	NP_174726.1
AT1G34670	AT1G34670.1	GO:0044212	transcription regulatory region DNA binding	NP_174726.1
AT1G34670	AT1G34670.1	GO:0003677	DNA binding	NP_174726.1
AT1G34670	AT1G34670.1	GO:0005634	nucleus	NP_174726.1
AT1G34670	AT1G34670.1	GO:0003700	DNA-binding transcription factor activity	NP_174726.1
AT1G34670	AT1G34670.1	GO:0005737	cytoplasm	NP_174726.1
AT1G34670	AT1G34670.1	GO:0006355	regulation of transcription, DNA-templated	NP_174726.1
AT1G34670	AT1G34670.1	GO:0009737	response to abscisic acid	NP_174726.1
AT1G34670	AT1G34670.1	GO:0009733	response to auxin	NP_174726.1
AT1G34670	AT1G34670.1	GO:0005515	protein binding	NP_174726.1
AT1G34670	AT1G34670.1	GO:0043565	sequence-specific DNA binding	NP_174726.1
AT1G34670	AT1G34670.1	GO:0030154	cell differentiation	NP_174726.1
AT1G34670	AT1G34670.1	GO:1901332	negative regulation of lateral root development	NP_174726.1
AT1G35660	AT1G35660.1	GO:0008150	biological_process	NP_174804.4
AT1G35660	AT1G35660.1	GO:0003674	molecular_function	NP_174804.4
AT1G35660	AT1G35660.1	GO:0005886	plasma membrane	NP_174804.4
AT1G40390	AT1G40390.1	GO:0008150	biological_process	NP_174931.1
AT1G40390	AT1G40390.1	GO:0003676	nucleic acid binding	NP_174931.1
AT1G40390	AT1G40390.1	GO:0015074	DNA integration	NP_174931.1
AT1G40390	AT1G40390.1	GO:0004523	RNA-DNA hybrid ribonuclease activity	NP_174931.1
AT1G40390	AT1G40390.1	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	NP_174931.1
AT1G43760	AT1G43760.1	GO:0005575	cellular_component	NP_175044.1
AT1G43760	AT1G43760.1	GO:0008150	biological_process	NP_175044.1
AT1G43760	AT1G43760.1	GO:0006278	RNA-dependent DNA biosynthetic process	NP_175044.1
AT1G43760	AT1G43760.1	GO:0016020	membrane	NP_175044.1
AT1G43760	AT1G43760.1	GO:0016021	integral component of membrane	NP_175044.1
AT1G43760	AT1G43760.1	GO:0003964	RNA-directed DNA polymerase activity	NP_175044.1
AT1G44160	AT1G44160.1	GO:0051085	chaperone cofactor-dependent protein refolding	NP_175080.2
AT1G44160	AT1G44160.1	GO:0006457	protein folding	NP_175080.2
AT1G44160	AT1G44160.1	GO:0051082	unfolded protein binding	NP_175080.2
AT1G44160	AT1G44160.1	GO:0005829	cytosol	NP_175080.2
AT1G44160	AT1G44160.1	GO:0051087	chaperone binding	NP_175080.2
AT1G49290	AT1G49290.1	GO:0008150	biological_process	NP_175354.1
AT1G51330	AT1G51330.1	GO:0010951	negative regulation of endopeptidase activity	NP_175544.1
AT1G51330	AT1G51330.1	GO:0005615	extracellular space	NP_175544.1
AT1G51330	AT1G51330.1	GO:0004867	serine-type endopeptidase inhibitor activity	NP_175544.1
AT1G51330	AT1G51330.1	GO:0008233	peptidase activity	NP_175544.1
AT1G53470	AT1G53470.1	GO:0005886	plasma membrane	NP_175752.1
AT1G53470	AT1G53470.1	GO:0016020	membrane	NP_175752.1
AT1G53470	AT1G53470.1	GO:0016021	integral component of membrane	NP_175752.1
AT1G53470	AT1G53470.1	GO:0055085	transmembrane transport	NP_175752.1
AT1G53470	AT1G53470.1	GO:0006811	ion transport	NP_175752.1
AT1G53470	AT1G53470.1	GO:0034220	ion transmembrane transport	NP_175752.1
AT1G53470	AT1G53470.1	GO:0008381	mechanosensitive ion channel activity	NP_175752.1
AT1G53470	AT1G53470.1	GO:0006820	anion transport	NP_175752.1
AT1G54490	AT1G54490.1	GO:0070370	cellular heat acclimation	NP_175851.1
AT1G54490	AT1G54490.1	GO:0005844	polysome	NP_175851.1
AT1G54490	AT1G54490.1	GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	NP_175851.1
AT1G54490	AT1G54490.1	GO:0010587	miRNA catabolic process	NP_175851.1
AT1G54490	AT1G54490.1	GO:0010494	cytoplasmic stress granule	NP_175851.1
AT1G54490	AT1G54490.1	GO:0009826	unidimensional cell growth	NP_175851.1
AT1G54490	AT1G54490.1	GO:0010286	heat acclimation	NP_175851.1
AT1G54490	AT1G54490.1	GO:0000932	P-body	NP_175851.1
AT1G54490	AT1G54490.1	GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA	NP_175851.1
AT1G54490	AT1G54490.1	GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic	NP_175851.1
AT1G54490	AT1G54490.1	GO:0003676	nucleic acid binding	NP_175851.1
AT1G54490	AT1G54490.1	GO:0004534	5'-3' exoribonuclease activity	NP_175851.1
AT1G54490	AT1G54490.1	GO:0046872	metal ion binding	NP_175851.1
AT1G54490	AT1G54490.1	GO:0016787	hydrolase activity	NP_175851.1
AT1G54490	AT1G54490.1	GO:0005634	nucleus	NP_175851.1
AT1G54490	AT1G54490.1	GO:0008270	zinc ion binding	NP_175851.1
AT1G54490	AT1G54490.1	GO:0005829	cytosol	NP_175851.1
AT1G54490	AT1G54490.1	GO:0006139	nucleobase-containing compound metabolic process	NP_175851.1
AT1G54490	AT1G54490.1	GO:0005737	cytoplasm	NP_175851.1
AT1G54490	AT1G54490.1	GO:0003729	mRNA binding	NP_175851.1
AT1G54490	AT1G54490.1	GO:0006397	mRNA processing	NP_175851.1
AT1G54490	AT1G54490.1	GO:0090305	nucleic acid phosphodiester bond hydrolysis	NP_175851.1
AT1G54490	AT1G54490.1	GO:0004527	exonuclease activity	NP_175851.1
AT1G54490	AT1G54490.1	GO:0051301	cell division	NP_175851.1
AT1G54490	AT1G54490.1	GO:0004518	nuclease activity	NP_175851.1
AT1G54490	AT1G54490.1	GO:0010087	phloem or xylem histogenesis	NP_175851.1
AT1G54490	AT1G54490.1	GO:0005515	protein binding	NP_175851.1
AT1G54490	AT1G54490.1	GO:0040029	regulation of gene expression, epigenetic	NP_175851.1
AT1G54490	AT1G54490.1	GO:0006402	mRNA catabolic process	NP_175851.1
AT1G59720	AT1G59720.1	GO:0016556	mRNA modification	NP_176180.1
AT1G59720	AT1G59720.1	GO:0009507	chloroplast	NP_176180.1
AT1G59720	AT1G59720.1	GO:0009536	plastid	NP_176180.1
AT1G59720	AT1G59720.1	GO:0005739	mitochondrion	NP_176180.1
AT1G59720	AT1G59720.1	GO:0008270	zinc ion binding	NP_176180.1
AT1G59720	AT1G59720.1	GO:0006397	mRNA processing	NP_176180.1
AT1G59720	AT1G59720.1	GO:0090305	nucleic acid phosphodiester bond hydrolysis	NP_176180.1
AT1G59720	AT1G59720.1	GO:0005515	protein binding	NP_176180.1
AT1G59720	AT1G59720.1	GO:0009451	RNA modification	NP_176180.1
AT1G59720	AT1G59720.1	GO:0043231	intracellular membrane-bounded organelle	NP_176180.1
AT1G59720	AT1G59720.1	GO:0004519	endonuclease activity	NP_176180.1
AT1G60090	AT1G60090.1	GO:0102483	scopolin beta-glucosidase activity	NP_176217.2
AT1G60090	AT1G60090.1	GO:0080167	response to karrikin	NP_176217.2
AT1G60090	AT1G60090.1	GO:0016787	hydrolase activity	NP_176217.2
AT1G60090	AT1G60090.1	GO:0005975	carbohydrate metabolic process	NP_176217.2
AT1G60090	AT1G60090.1	GO:0016798	hydrolase activity, acting on glycosyl bonds	NP_176217.2
AT1G60090	AT1G60090.1	GO:0008152	metabolic process	NP_176217.2
AT1G60090	AT1G60090.1	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	NP_176217.2
AT1G60090	AT1G60090.1	GO:0008422	beta-glucosidase activity	NP_176217.2
AT1G63880	AT1G63880.1	GO:0000166	nucleotide binding	NP_176572.1
AT1G63880	AT1G63880.1	GO:0005524	ATP binding	NP_176572.1
AT1G63880	AT1G63880.1	GO:0016787	hydrolase activity	NP_176572.1
AT1G63880	AT1G63880.1	GO:0043531	ADP binding	NP_176572.1
AT1G63880	AT1G63880.1	GO:0007165	signal transduction	NP_176572.1
AT1G63880	AT1G63880.1	GO:0006952	defense response	NP_176572.1
AT1G63880	AT1G63880.1	GO:0050832	defense response to fungus	NP_176572.1
AT1G63880	AT1G63880.1	GO:0005515	protein binding	NP_176572.1
AT1G63880	AT1G63880.1	GO:0050135	NAD(P)+ nucleosidase activity	NP_176572.1
AT1G63880	AT1G63880.1	GO:0061809	NAD+ nucleotidase, cyclic ADP-ribose generating	NP_176572.1
AT1G67360	AT1G67360.2	GO:0080186	developmental vegetative growth	NP_176904.1
AT1G67360	AT1G67360.2	GO:0034389	lipid droplet organization	NP_176904.1
AT1G67360	AT1G67360.2	GO:1902584	positive regulation of response to water deprivation	NP_176904.1
AT1G67360	AT1G67360.2	GO:0005811	lipid droplet	NP_176904.1
AT1G67360	AT1G67360.2	GO:0045927	positive regulation of growth	NP_176904.1
AT1G67360	AT1G67360.2	GO:0005773	vacuole	NP_176904.1
AT1G67360	AT1G67360.2	GO:0005783	endoplasmic reticulum	NP_176904.1
AT1G67360	AT1G67360.2	GO:0009555	pollen development	NP_176904.1
AT1G67360	AT1G67360.2	GO:0071456	cellular response to hypoxia	NP_176904.1
AT1G67360	AT1G67360.1	GO:0080186	developmental vegetative growth	NP_176904.1
AT1G67360	AT1G67360.1	GO:0034389	lipid droplet organization	NP_176904.1
AT1G67360	AT1G67360.1	GO:1902584	positive regulation of response to water deprivation	NP_176904.1
AT1G67360	AT1G67360.1	GO:0005811	lipid droplet	NP_176904.1
AT1G67360	AT1G67360.1	GO:0045927	positive regulation of growth	NP_176904.1
AT1G67360	AT1G67360.1	GO:0005773	vacuole	NP_176904.1
AT1G67360	AT1G67360.1	GO:0005783	endoplasmic reticulum	NP_176904.1
AT1G67360	AT1G67360.1	GO:0009555	pollen development	NP_176904.1
AT1G67360	AT1G67360.1	GO:0071456	cellular response to hypoxia	NP_176904.1
AT1G68730	AT1G68730.1	GO:0046872	metal ion binding	NP_177040.2
AT1G68730	AT1G68730.1	GO:0008270	zinc ion binding	NP_177040.2
AT1G68730	AT1G68730.1	GO:0006457	protein folding	NP_177040.2
AT1G68730	AT1G68730.1	GO:0005739	mitochondrion	NP_177040.2
AT1G68730	AT1G68730.1	GO:0051087	chaperone binding	NP_177040.2
AT1G68730	AT1G68730.1	GO:0030150	protein import into mitochondrial matrix	NP_177040.2
AT1G68730	AT1G68730.1	GO:0050821	protein stabilization	NP_177040.2
AT1G70250	AT1G70250.1	GO:0005575	cellular_component	NP_177182.2
AT1G70250	AT1G70250.1	GO:0008150	biological_process	NP_177182.2
AT1G70250	AT1G70250.1	GO:0003674	molecular_function	NP_177182.2
AT1G70250	AT1G70250.1	GO:0005524	ATP binding	NP_177182.2
AT1G70250	AT1G70250.1	GO:0016301	kinase activity	NP_177182.2
AT1G70250	AT1G70250.1	GO:0016310	phosphorylation	NP_177182.2
AT1G70250	AT1G70250.1	GO:0004672	protein kinase activity	NP_177182.2
AT1G70250	AT1G70250.1	GO:0006468	protein phosphorylation	NP_177182.2
AT1G71400	AT1G71400.1	GO:0010073	meristem maintenance	NP_177296.2
AT1G71400	AT1G71400.1	GO:0005886	plasma membrane	NP_177296.2
AT1G71400	AT1G71400.1	GO:0016020	membrane	NP_177296.2
AT1G71400	AT1G71400.1	GO:0016021	integral component of membrane	NP_177296.2
AT1G71400	AT1G71400.1	GO:0005515	protein binding	NP_177296.2
AT1G72530	AT1G72530.1	GO:0080156	mitochondrial mRNA modification	NP_177397.1
AT1G72530	AT1G72530.1	GO:0016554	cytidine to uridine editing	NP_177397.1
AT1G72530	AT1G72530.1	GO:0005739	mitochondrion	NP_177397.1
AT1G72530	AT1G72530.1	GO:0006397	mRNA processing	NP_177397.1
AT1G73050	AT1G73050.1	GO:0016829	lyase activity	NP_177448.1
AT1G73050	AT1G73050.1	GO:0050660	flavin adenine dinucleotide binding	NP_177448.1
AT1G73050	AT1G73050.1	GO:0055114	oxidation-reduction process	NP_177448.1
AT1G73050	AT1G73050.1	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	NP_177448.1
AT1G73050	AT1G73050.1	GO:0046593	mandelonitrile lyase activity	NP_177448.1
AT1G73640	AT1G73640.1	GO:0032482	Rab protein signal transduction	NP_177505.1
AT1G73640	AT1G73640.1	GO:0005768	endosome	NP_177505.1
AT1G73640	AT1G73640.1	GO:0005886	plasma membrane	NP_177505.1
AT1G73640	AT1G73640.1	GO:0016020	membrane	NP_177505.1
AT1G73640	AT1G73640.1	GO:0000166	nucleotide binding	NP_177505.1
AT1G73640	AT1G73640.1	GO:0003924	GTPase activity	NP_177505.1
AT1G73640	AT1G73640.1	GO:0005525	GTP binding	NP_177505.1
AT1G73640	AT1G73640.1	GO:0015031	protein transport	NP_177505.1
AT1G73640	AT1G73640.1	GO:0006886	intracellular protein transport	NP_177505.1
AT1G73640	AT1G73640.1	GO:0012505	endomembrane system	NP_177505.1
AT1G73680	AT1G73680.1	GO:0031408	oxylipin biosynthetic process	NP_177509.1
AT1G73680	AT1G73680.1	GO:0051213	dioxygenase activity	NP_177509.1
AT1G73680	AT1G73680.1	GO:0098869	cellular oxidant detoxification	NP_177509.1
AT1G73680	AT1G73680.1	GO:0046872	metal ion binding	NP_177509.1
AT1G73680	AT1G73680.1	GO:0016491	oxidoreductase activity	NP_177509.1
AT1G73680	AT1G73680.1	GO:0055114	oxidation-reduction process	NP_177509.1
AT1G73680	AT1G73680.1	GO:0020037	heme binding	NP_177509.1
AT1G73680	AT1G73680.1	GO:0006633	fatty acid biosynthetic process	NP_177509.1
AT1G73680	AT1G73680.1	GO:0004601	peroxidase activity	NP_177509.1
AT1G73680	AT1G73680.1	GO:0006979	response to oxidative stress	NP_177509.1
AT1G73680	AT1G73680.1	GO:0006629	lipid metabolic process	NP_177509.1
AT1G73680	AT1G73680.1	GO:0006631	fatty acid metabolic process	NP_177509.1
AT1G73680	AT1G73680.1	GO:0010150	leaf senescence	NP_177509.1
AT1G73680	AT1G73680.1	GO:0001676	long-chain fatty acid metabolic process	NP_177509.1
AT1G78990	AT1G78990.1	GO:0016740	transferase activity	NP_178020.1
AT1G78990	AT1G78990.1	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	NP_178020.1
AT1G79910	AT1G79910.1	GO:0003674	molecular_function	NP_178109.2
AT1G79910	AT1G79910.1	GO:0015031	protein transport	NP_178109.2
AT1G79910	AT1G79910.1	GO:0008104	protein localization	NP_178109.2
AT1G80340	AT1G80340.1	GO:0009686	gibberellin biosynthetic process	NP_178150.1
AT1G80340	AT1G80340.1	GO:0009739	response to gibberellin	NP_178150.1
AT1G80340	AT1G80340.1	GO:0010114	response to red light	NP_178150.1
AT1G80340	AT1G80340.1	GO:0009845	seed germination	NP_178150.1
AT1G80340	AT1G80340.1	GO:0051213	dioxygenase activity	NP_178150.1
AT1G80340	AT1G80340.1	GO:0046872	metal ion binding	NP_178150.1
AT1G80340	AT1G80340.1	GO:0016491	oxidoreductase activity	NP_178150.1
AT1G80340	AT1G80340.1	GO:0055114	oxidation-reduction process	NP_178150.1
AT1G80340	AT1G80340.1	GO:0009639	response to red or far red light	NP_178150.1
AT1G80340	AT1G80340.1	GO:0009416	response to light stimulus	NP_178150.1
AT1G80340	AT1G80340.1	GO:0016707	gibberellin 3-beta-dioxygenase activity	NP_178150.1
AT1G80840	AT1G80840.1	GO:0002237	response to molecule of bacterial origin	NP_178199.1
AT1G80840	AT1G80840.1	GO:0010200	response to chitin	NP_178199.1
AT1G80840	AT1G80840.1	GO:0009751	response to salicylic acid	NP_178199.1
AT1G80840	AT1G80840.1	GO:0044212	transcription regulatory region DNA binding	NP_178199.1
AT1G80840	AT1G80840.1	GO:0043565	sequence-specific DNA binding	NP_178199.1
AT1G80840	AT1G80840.1	GO:0006355	regulation of transcription, DNA-templated	NP_178199.1
AT1G80840	AT1G80840.1	GO:0003677	DNA binding	NP_178199.1
AT1G80840	AT1G80840.1	GO:0005634	nucleus	NP_178199.1
AT1G80840	AT1G80840.1	GO:0003700	DNA-binding transcription factor activity	NP_178199.1
AT1G80840	AT1G80840.1	GO:0005515	protein binding	NP_178199.1
AT1G80840	AT1G80840.1	GO:0042742	defense response to bacterium	NP_178199.1
AT1G80840	AT1G80840.1	GO:0050832	defense response to fungus	NP_178199.1
AT1G80840	AT1G80840.1	GO:0009611	response to wounding	NP_178199.1
AT1G80840	AT1G80840.1	GO:0031347	regulation of defense response	NP_178199.1
AT1G80840	AT1G80840.1	GO:0045892	negative regulation of transcription, DNA-templated	NP_178199.1
AT2G01890	AT2G01890.1	GO:0016787	hydrolase activity	NP_178298.2
AT2G01890	AT2G01890.1	GO:0046872	metal ion binding	NP_178298.2
AT2G01890	AT2G01890.1	GO:0005576	extracellular region	NP_178298.2
AT2G01890	AT2G01890.1	GO:0016311	dephosphorylation	NP_178298.2
AT2G01890	AT2G01890.1	GO:0003993	acid phosphatase activity	NP_178298.2
AT2G01890	AT2G01890.1	GO:0008198	ferrous iron binding	NP_178298.2
AT2G01890	AT2G01890.1	GO:0008199	ferric iron binding	NP_178298.2
AT2G02220	AT2G02220.1	GO:0001653	peptide receptor activity	NP_178330.1
AT2G02220	AT2G02220.1	GO:0004383	guanylate cyclase activity	NP_178330.1
AT2G02220	AT2G02220.1	GO:0016740	transferase activity	NP_178330.1
AT2G02220	AT2G02220.1	GO:0005886	plasma membrane	NP_178330.1
AT2G02220	AT2G02220.1	GO:0016020	membrane	NP_178330.1
AT2G02220	AT2G02220.1	GO:0016021	integral component of membrane	NP_178330.1
AT2G02220	AT2G02220.1	GO:0016829	lyase activity	NP_178330.1
AT2G02220	AT2G02220.1	GO:0000166	nucleotide binding	NP_178330.1
AT2G02220	AT2G02220.1	GO:0005524	ATP binding	NP_178330.1
AT2G02220	AT2G02220.1	GO:0016301	kinase activity	NP_178330.1
AT2G02220	AT2G02220.1	GO:0016310	phosphorylation	NP_178330.1
AT2G02220	AT2G02220.1	GO:0004672	protein kinase activity	NP_178330.1
AT2G02220	AT2G02220.1	GO:0006468	protein phosphorylation	NP_178330.1
AT2G02220	AT2G02220.1	GO:0004674	protein serine/threonine kinase activity	NP_178330.1
AT2G02220	AT2G02220.1	GO:0005515	protein binding	NP_178330.1
AT2G02220	AT2G02220.1	GO:0045087	innate immune response	NP_178330.1
AT2G02220	AT2G02220.1	GO:0031347	regulation of defense response	NP_178330.1
AT2G02220	AT2G02220.1	GO:0006182	cGMP biosynthetic process	NP_178330.1
ATMG00980	ATMG00980.1	GO:0003735	structural constituent of ribosome	NP_178773.1
ATMG00980	ATMG00980.1	GO:0006412	translation	NP_178773.1
ATMG00980	ATMG00980.1	GO:0005739	mitochondrion	NP_178773.1
ATMG00980	ATMG00980.1	GO:0005840	ribosome	NP_178773.1
ATMG00980	ATMG00980.1	GO:0015935	small ribosomal subunit	NP_178773.1
AT2G07675	AT2G07675.1	GO:0003735	structural constituent of ribosome	NP_178773.1
AT2G07675	AT2G07675.1	GO:0006412	translation	NP_178773.1
AT2G07675	AT2G07675.1	GO:0005739	mitochondrion	NP_178773.1
